player,team,league,season,position,age,minutes,team_possession_pct,psxg_net_per90,save_pct,pass_completion_pct,passes_completed_long_pct,def_actions_outside_pen_per90,crosses_stopped_pct,avg_dist_def_actions,progressive_passes_per90,progressive_passing_distance_per90,passes_into_final_third_per90,progressive_carries_per90,take_on_success_pct,padj_tackles_per90,padj_interceptions_per90,ball_recoveries_per90,blocks_per90,aerial_win_pct,tackle_win_pct,xAG_per90,sca_per90,key_passes_per90,passes_into_penalty_area_per90,take_ons_attempted_per90,tackles_att_3rd_per90,npxG_per90,shots_total_per90,touches_att_pen_per90,carries_into_penalty_area_per90,shots_on_target_pct
Keito Nakamura,Reims,Ligue 1,2024/25,W,23,2500,47.0,,,,,,,,2.98,,,3.65,48.5,1.06,0.67,3.36,,,,0.14,3.07,1.15,,3.36,0.29,0.21,2.69,3.94,1.44,
Reda Khadra,Reims,Ligue 1,2025/26,W,23,1800,47.0,,,,,,,,3.5,,,4.2,58.1,1.4,0.9,4.1,,,,0.18,3.5,1.5,,4.5,0.5,0.15,2.2,4.2,1.6,
Reda Khadra,Reims,Ligue 1,2024/25,W,22,1800,47.0,,,,,,,,3.36,,,4.03,55.8,1.34,0.86,3.94,,,,0.17,3.36,1.44,,4.32,0.48,0.14,2.11,4.03,1.54,
Oumar Diakite,Reims,Ligue 1,2025/26,ST,20,2400,47.0,,,72.5,,,,,,,,,,0.7,,2.1,,45.1,,0.12,2.1,0.9,,,0.4,0.38,2.8,5.1,1.1,40.5
Oumar Diakite,Reims,Ligue 1,2024/25,ST,19,2040,47.0,,,66.7,,,,,,,,,,0.64,,1.93,,41.5,,0.11,1.93,0.83,,,0.37,0.35,2.58,4.69,1.01,37.3
Mohamed Daramy,Reims,Ligue 1,2025/26,ST,22,2000,47.0,,,75.1,,,,,,,,,,0.8,,2.5,,40.5,,0.15,2.5,1.1,,,0.3,0.32,2.5,4.8,1.2,38.5
Mohamed Daramy,Reims,Ligue 1,2024/25,ST,21,2000,47.0,,,72.1,,,,,,,,,,0.77,,2.4,,38.9,,0.14,2.4,1.06,,,0.29,0.31,2.4,4.61,1.15,37.0
Amine Salama,Reims,Ligue 1,2025/26,ST,24,1500,47.0,,,70.1,,,,,,,,,,0.6,,1.8,,42.1,,0.1,1.8,0.8,,,0.2,0.35,2.6,4.5,0.9,41.5
Amine Salama,Reims,Ligue 1,2024/25,ST,23,1500,47.0,,,67.3,,,,,,,,,,0.58,,1.73,,40.4,,0.1,1.73,0.77,,,0.19,0.34,2.5,4.32,0.86,39.8
Amadou Kone,Reims,Ligue 1,2025/26,CM,19,1200,47.0,,,82.5,,,,,3.8,,3.1,1.5,55.1,2.2,1.5,6.1,1.1,48.5,,0.08,1.8,0.9,0.8,,,0.05,,,,
Amadou Kone,Reims,Ligue 1,2024/25,CM,18,1020,47.0,,,75.9,,,,,3.5,,2.85,1.38,50.7,2.02,1.38,5.61,1.01,44.6,,0.07,1.66,0.83,0.74,,,0.05,,,,
Alexandre Olliero,Reims,Ligue 1,2025/26,GK,28,400,47.0,0.02,68.1,65.5,35.1,0.8,4.5,11.5,,,,,,,,,,,,,,,,,,,,,,
Alexandre Olliero,Reims,Ligue 1,2024/25,GK,27,900,47.0,0.02,69.5,66.8,35.8,0.82,10.0,11.73,,,,,,,,,,,,,,,,,,,,,,
Steve Mandanda,Rennes,Ligue 1,2025/26,GK,39,2800,51.5,0.05,71.5,75.1,40.5,0.8,4.8,12.5,,,,,,,,,,,,,,,,,,,,,,
Steve Mandanda,Rennes,Ligue 1,2024/25,GK,38,2800,51.5,0.05,75.1,78.9,42.5,0.84,10.0,13.12,,,,,,,,,,,,,,,,,,,,,,
Christopher Wooh,Rennes,Ligue 1,2025/26,CB,22,2500,51.5,,,88.5,,,,,3.5,310.1,3.8,0.8,55.1,2.1,1.6,5.8,1.4,68.5,72.1,,,,,,,,,,,
Christopher Wooh,Rennes,Ligue 1,2024/25,CB,21,2500,51.5,,,85.0,,,,,3.36,297.7,3.65,0.77,52.9,2.02,1.54,5.57,1.34,65.8,69.2,,,,,,,,,,,
Alidu Seidu,Rennes,Ligue 1,2025/26,CB,24,2600,51.5,,,86.1,,,,,3.8,320.5,4.1,1.1,58.5,2.5,1.8,6.1,1.2,62.5,70.5,,,,,,,,,,,
Alidu Seidu,Rennes,Ligue 1,2024/25,CB,23,2600,51.5,,,82.7,,,,,3.65,307.68,3.94,1.06,56.2,2.4,1.73,5.86,1.15,60.0,67.7,,,,,,,,,,,
Leo Ostigard,Rennes,Ligue 1,2025/26,CB,24,2200,51.5,,,85.5,,,,,2.8,280.1,3.1,0.5,50.1,1.8,1.5,5.2,1.6,70.1,75.1,,,,,,,,,,,
Leo Ostigard,Rennes,Ligue 1,2024/25,CB,23,2200,51.5,,,82.1,,,,,2.69,268.9,2.98,0.48,48.1,1.73,1.44,4.99,1.54,67.3,72.1,,,,,,,,,,,
Mikayil Faye,Rennes,Ligue 1,2025/26,CB,20,1500,51.5,,,84.1,,,,,3.2,290.5,3.5,0.9,52.5,2.2,1.7,5.5,1.3,65.5,68.5,,,,,,,,,,,
Mikayil Faye,Rennes,Ligue 1,2024/25,CB,19,1275,51.5,,,77.4,,,,,2.94,267.26,3.22,0.83,48.3,2.02,1.56,5.06,1.2,60.3,63.0,,,,,,,,,,,
Adrien Truffert,Rennes,Ligue 1,2025/26,FB,22,2700,51.5,,,80.5,,,,,4.1,,3.5,3.1,55.5,2.1,1.5,5.5,,50.1,,0.18,2.8,1.5,1.8,2.1,0.4,,,,,
Adrien Truffert,Rennes,Ligue 1,2024/25,FB,21,2700,51.5,,,77.3,,,,,3.94,,3.36,2.98,53.3,2.02,1.44,5.28,,48.1,,0.17,2.69,1.44,1.73,2.02,0.38,,,,,
Lorenz Assignon,Rennes,Ligue 1,2025/26,FB,24,2400,51.5,,,82.1,,,,,3.8,,3.1,2.8,58.1,1.8,1.4,5.1,,45.1,,0.15,2.5,1.2,1.5,2.5,0.5,,,,,
Lorenz Assignon,Rennes,Ligue 1,2024/25,FB,23,2400,51.5,,,78.8,,,,,3.65,,2.98,2.69,55.8,1.73,1.34,4.9,,43.3,,0.14,2.4,1.15,1.44,2.4,0.48,,,,,
Baptiste Santamaria,Rennes,Ligue 1,2025/26,CM,29,2500,51.5,,,88.5,,,,,4.5,,4.1,1.2,50.1,3.1,2.1,7.5,1.5,55.5,,0.06,1.5,0.8,0.7,,,0.04,,,,
Baptiste Santamaria,Rennes,Ligue 1,2024/25,CM,28,2500,51.5,,,90.3,,,,,4.59,,4.18,1.22,51.1,3.16,2.14,7.65,1.53,56.6,,0.06,1.53,0.82,0.71,,,0.04,,,,
Azor Matusiwa,Rennes,Ligue 1,2025/26,CM,26,2600,51.5,,,87.1,,,,,4.8,,4.5,1.5,52.5,2.8,1.8,7.1,1.4,52.1,,0.08,1.8,0.9,0.8,,,0.05,,,,
Azor Matusiwa,Rennes,Ligue 1,2024/25,CM,25,2600,51.5,,,88.8,,,,,4.9,,4.59,1.53,53.6,2.86,1.84,7.24,1.43,53.1,,0.08,1.84,0.92,0.82,,,0.05,,,,
Albert Gronbaek,Rennes,Ligue 1,2025/26,CM,23,2200,51.5,,,84.5,,,,,5.1,,4.8,2.1,55.5,2.1,1.4,5.8,1.1,48.5,,0.18,3.2,1.5,1.2,,,0.15,,,,
Albert Gronbaek,Rennes,Ligue 1,2024/25,CM,22,2200,51.5,,,81.1,,,,,4.9,,4.61,2.02,53.3,2.02,1.34,5.57,1.06,46.6,,0.17,3.07,1.44,1.15,,,0.14,,,,
Ludovic Blas,Rennes,Ligue 1,2025/26,W,26,2800,51.5,,,,,,,,4.1,,,4.5,55.1,1.2,0.8,3.8,,,,0.25,4.5,2.2,,4.5,0.4,0.22,2.8,4.8,1.8,
Ludovic Blas,Rennes,Ligue 1,2024/25,W,25,2800,51.5,,,,,,,,4.18,,,4.59,56.2,1.22,0.82,3.88,,,,0.26,4.59,2.24,,4.59,0.41,0.22,2.86,4.9,1.84,
Carlos Andres Gomez,Rennes,Ligue 1,2025/26,W,21,1500,51.5,,,,,,,,3.1,,,3.8,52.5,1.1,0.7,3.5,,,,0.15,3.2,1.5,,4.1,0.3,0.18,2.2,4.1,1.5,
Carlos Andres Gomez,Rennes,Ligue 1,2024/25,W,20,1500,51.5,,,,,,,,2.85,,,3.5,48.3,1.01,0.64,3.22,,,,0.14,2.94,1.38,,3.77,0.28,0.17,2.02,3.77,1.38,
Jota,Rennes,Ligue 1,2025/26,W,25,1800,51.5,,,,,,,,3.5,,,4.2,58.1,1.4,0.9,4.1,,,,0.22,4.1,1.8,,4.8,0.5,0.25,2.5,4.5,1.6,
Jota,Rennes,Ligue 1,2024/25,W,24,1800,51.5,,,,,,,,3.57,,,4.28,59.3,1.43,0.92,4.18,,,,0.22,4.18,1.84,,4.9,0.51,0.26,2.55,4.59,1.63,
Arnaud Kalimuendo,Rennes,Ligue 1,2025/26,ST,22,2600,51.5,,,72.1,,,,,,,,,,0.6,,2.1,,38.5,,0.12,2.1,0.9,,,0.3,0.42,3.1,5.1,1.1,42.5
Arnaud Kalimuendo,Rennes,Ligue 1,2024/25,ST,21,2600,51.5,,,69.2,,,,,,,,,,0.58,,2.02,,37.0,,0.12,2.02,0.86,,,0.29,0.4,2.98,4.9,1.06,40.8
Amine Gouiri,Rennes,Ligue 1,2025/26,ST,24,2400,51.5,,,75.5,,,,,,,,,,0.8,,2.5,,35.5,,0.18,3.1,1.2,,,0.4,0.35,2.8,4.8,1.5,40.1
Amine Gouiri,Rennes,Ligue 1,2024/25,ST,23,2400,51.5,,,72.5,,,,,,,,,,0.77,,2.4,,34.1,,0.17,2.98,1.15,,,0.38,0.34,2.69,4.61,1.44,38.5
Henrik Meister,Rennes,Ligue 1,2025/26,ST,20,1000,51.5,,,68.5,,,,,,,,,,0.5,,1.8,,45.1,,0.08,1.5,0.6,,,0.2,0.38,2.5,4.5,0.8,38.5
Henrik Meister,Rennes,Ligue 1,2024/25,ST,19,900,51.5,,,63.0,,,,,,,,,,0.46,,1.66,,41.5,,0.07,1.38,0.55,,,0.18,0.35,2.3,4.14,0.74,35.4
Hans Hateboer,Rennes,Ligue 1,2025/26,FB,30,1600,51.5,,,78.5,,,,,3.2,,2.8,2.1,50.1,1.9,1.5,5.1,,52.1,,0.1,1.8,0.9,1.0,1.5,0.3,,,,,
Hans Hateboer,Rennes,Ligue 1,2024/25,FB,29,1600,51.5,,,80.1,,,,,3.26,,2.86,2.14,51.1,1.94,1.53,5.2,,53.1,,0.1,1.84,0.92,1.02,1.53,0.31,,,,,
Glen Kamara,Rennes,Ligue 1,2025/26,CM,28,1400,51.5,,,86.5,,,,,3.8,,3.5,1.2,55.1,2.5,1.6,6.5,1.1,50.1,,0.06,1.5,0.8,0.7,,,0.04,,,,
Glen Kamara,Rennes,Ligue 1,2024/25,CM,27,1400,51.5,,,88.2,,,,,3.88,,3.57,1.22,56.2,2.55,1.63,6.63,1.12,51.1,,0.06,1.53,0.82,0.71,,,0.04,,,,
Guillaume Restes,Toulouse,Ligue 1,2025/26,GK,19,2900,48.0,0.12,73.5,75.1,38.5,1.2,5.5,13.5,,,,,,,,,,,,,,,,,,,,,,
Guillaume Restes,Toulouse,Ligue 1,2024/25,GK,18,2465,48.0,0.11,67.6,69.1,35.4,1.1,10.0,12.42,,,,,,,,,,,,,,,,,,,,,,
Rasmus Nicolaisen,Toulouse,Ligue 1,2025/26,CB,27,2800,48.0,,,86.5,,,,,3.5,320.1,3.8,0.5,50.1,1.8,1.9,5.8,1.6,70.5,75.1,,,,,,,,,,,
Rasmus Nicolaisen,Toulouse,Ligue 1,2024/25,CB,26,2800,48.0,,,88.2,,,,,3.57,326.5,3.88,0.51,51.1,1.84,1.94,5.92,1.63,71.9,76.6,,,,,,,,,,,
Charlie Cresswell,Toulouse,Ligue 1,2025/26,CB,22,2200,48.0,,,84.1,,,,,2.8,280.5,3.1,0.4,48.5,1.9,1.6,5.5,1.5,68.1,72.5,,,,,,,,,,,
Charlie Cresswell,Toulouse,Ligue 1,2024/25,CB,21,2200,48.0,,,80.7,,,,,2.69,269.28,2.98,0.38,46.6,1.82,1.54,5.28,1.44,65.4,69.6,,,,,,,,,,,
Mark McKenzie,Toulouse,Ligue 1,2025/26,CB,25,2400,48.0,,,85.5,,,,,3.2,300.1,3.5,0.6,52.1,2.1,1.5,5.2,1.4,65.5,70.1,,,,,,,,,,,
Mark McKenzie,Toulouse,Ligue 1,2024/25,CB,24,2400,48.0,,,87.2,,,,,3.26,306.1,3.57,0.61,53.1,2.14,1.53,5.3,1.43,66.8,71.5,,,,,,,,,,,
Gabriel Suazo,Toulouse,Ligue 1,2025/26,FB,27,2600,48.0,,,80.5,,,,,3.8,,3.1,2.8,55.1,2.2,1.5,5.5,,48.5,,0.15,2.5,1.2,1.5,1.8,0.4,,,,,
Gabriel Suazo,Toulouse,Ligue 1,2024/25,FB,26,2600,48.0,,,82.1,,,,,3.88,,3.16,2.86,56.2,2.24,1.53,5.61,,49.5,,0.15,2.55,1.22,1.53,1.84,0.41,,,,,
Warren Kamanzi,Toulouse,Ligue 1,2025/26,FB,23,2000,48.0,,,78.1,,,,,3.5,,2.8,2.5,58.5,2.5,1.6,5.8,,45.1,,0.12,2.1,1.1,1.2,2.1,0.5,,,,,
Warren Kamanzi,Toulouse,Ligue 1,2024/25,FB,22,2000,48.0,,,75.0,,,,,3.36,,2.69,2.4,56.2,2.4,1.54,5.57,,43.3,,0.12,2.02,1.06,1.15,2.02,0.48,,,,,
Vincent Sierro,Toulouse,Ligue 1,2025/26,CM,28,2700,48.0,,,84.5,,,,,4.5,,4.1,1.8,55.1,2.5,1.8,6.8,1.2,52.5,,0.12,2.5,1.2,1.1,,,0.08,,,,
Vincent Sierro,Toulouse,Ligue 1,2024/25,CM,27,2700,48.0,,,86.2,,,,,4.59,,4.18,1.84,56.2,2.55,1.84,6.94,1.22,53.6,,0.12,2.55,1.22,1.12,,,0.08,,,,
Cristian Casseres Jr,Toulouse,Ligue 1,2025/26,CM,24,2500,48.0,,,86.1,,,,,4.8,,4.5,1.5,58.5,3.1,2.1,7.1,1.5,50.1,,0.1,2.1,1.0,0.9,,,0.05,,,,
Cristian Casseres Jr,Toulouse,Ligue 1,2024/25,CM,23,2500,48.0,,,82.7,,,,,4.61,,4.32,1.44,56.2,2.98,2.02,6.82,1.44,48.1,,0.1,2.02,0.96,0.86,,,0.05,,,,
Miha Zajc,Toulouse,Ligue 1,2025/26,CM,30,1800,48.0,,,82.5,,,,,4.1,,3.8,2.1,52.1,1.8,1.2,5.5,1.0,45.1,,0.15,3.2,1.5,1.2,,,0.12,,,,
Miha Zajc,Toulouse,Ligue 1,2024/25,CM,29,1800,48.0,,,84.2,,,,,4.18,,3.88,2.14,53.1,1.84,1.22,5.61,1.02,46.0,,0.15,3.26,1.53,1.22,,,0.12,,,,
Zakaria Aboukhlal,Toulouse,Ligue 1,2025/26,W,24,2400,48.0,,,,,,,,3.1,,,4.2,55.1,1.2,0.7,3.5,,,,0.18,3.5,1.5,,4.5,0.4,0.25,2.8,4.8,1.8,
Zakaria Aboukhlal,Toulouse,Ligue 1,2024/25,W,23,2400,48.0,,,,,,,,2.98,,,4.03,52.9,1.15,0.67,3.36,,,,0.17,3.36,1.44,,4.32,0.38,0.24,2.69,4.61,1.73,
Yann Gboho,Toulouse,Ligue 1,2025/26,W,23,2200,48.0,,,,,,,,3.5,,,4.8,58.5,1.4,0.8,3.8,,,,0.22,3.8,1.8,,5.1,0.5,0.18,2.2,4.5,2.1,
Yann Gboho,Toulouse,Ligue 1,2024/25,W,22,2200,48.0,,,,,,,,3.36,,,4.61,56.2,1.34,0.77,3.65,,,,0.21,3.65,1.73,,4.9,0.48,0.17,2.11,4.32,2.02,
Shavy Babicka,Toulouse,Ligue 1,2025/26,W,24,1800,48.0,,,,,,,,2.8,,,3.8,52.1,1.1,0.6,3.2,,,,0.15,3.1,1.2,,4.1,0.3,0.2,2.5,4.2,1.5,
Shavy Babicka,Toulouse,Ligue 1,2024/25,W,23,1800,48.0,,,,,,,,2.69,,,3.65,50.0,1.06,0.58,3.07,,,,0.14,2.98,1.15,,3.94,0.29,0.19,2.4,4.03,1.44,
Frank Magri,Toulouse,Ligue 1,2025/26,ST,25,2000,48.0,,,72.1,,,,,,,,,,0.6,,2.1,,45.1,,0.12,2.1,0.9,,,0.3,0.38,2.8,4.8,1.1,40.5
Frank Magri,Toulouse,Ligue 1,2024/25,ST,24,2000,48.0,,,73.5,,,,,,,,,,0.61,,2.14,,46.0,,0.12,2.14,0.92,,,0.31,0.39,2.86,4.9,1.12,41.3
Joshua King,Toulouse,Ligue 1,2025/26,ST,32,1600,48.0,,,75.1,,,,,,,,,,0.8,,2.5,,42.5,,0.15,2.5,1.1,,,0.4,0.32,2.5,4.5,1.2,38.1
Joshua King,Toulouse,Ligue 1,2024/25,ST,31,1600,48.0,,,78.9,,,,,,,,,,0.84,,2.62,,44.6,,0.16,2.62,1.16,,,0.42,0.34,2.62,4.73,1.26,40.0
Djibril Sidibe,Toulouse,Ligue 1,2025/26,FB,32,1400,48.0,,,78.5,,,,,3.2,,2.8,2.1,50.1,2.1,1.5,5.1,,52.1,,0.1,1.8,0.9,1.0,1.5,0.3,,,,,
Djibril Sidibe,Toulouse,Ligue 1,2024/25,FB,31,1400,48.0,,,82.4,,,,,3.36,,2.94,2.21,52.6,2.21,1.58,5.35,,54.7,,0.11,1.89,0.95,1.05,1.58,0.32,,,,,
Denis Genreau,Toulouse,Ligue 1,2025/26,CM,25,1200,48.0,,,82.1,,,,,3.8,,3.1,1.5,55.1,2.2,1.4,5.5,1.1,48.5,,0.08,1.5,0.8,0.7,,,0.05,,,,
Denis Genreau,Toulouse,Ligue 1,2024/25,CM,24,1200,48.0,,,83.7,,,,,3.88,,3.16,1.53,56.2,2.24,1.43,5.61,1.12,49.5,,0.08,1.53,0.82,0.71,,,0.05,,,,
Alex Dominguez,Toulouse,Ligue 1,2025/26,GK,26,400,48.0,0.02,68.5,72.1,35.5,0.8,4.5,12.1,,,,,,,,,,,,,,,,,,,,,,
Alex Dominguez,Toulouse,Ligue 1,2024/25,GK,25,900,48.0,0.02,69.9,73.5,36.2,0.82,10.0,12.34,,,,,,,,,,,,,,,,,,,,,,
Aron Donnum,Toulouse,Ligue 1,2025/26,W,26,1500,48.0,,,,,,,,3.1,,,3.8,50.5,1.4,0.8,3.8,,,,0.18,3.2,1.5,,3.8,0.4,0.15,2.1,4.2,1.5,
Aron Donnum,Toulouse,Ligue 1,2024/25,W,25,1500,48.0,,,,,,,,3.16,,,3.88,51.5,1.43,0.82,3.88,,,,0.18,3.26,1.53,,3.88,0.41,0.15,2.14,4.28,1.53,
Benjamin Lecomte,Montpellier,Ligue 1,2025/26,GK,33,2900,44.5,0.05,70.5,68.1,35.5,0.8,4.8,12.1,,,,,,,,,,,,,,,,,,,,,,
Benjamin Lecomte,Montpellier,Ligue 1,2024/25,GK,32,2900,44.5,0.05,74.0,71.5,37.3,0.84,10.0,12.71,,,,,,,,,,,,,,,,,,,,,,
Becir Omeragic,Montpellier,Ligue 1,2025/26,CB,22,2600,44.5,,,84.5,,,,,3.2,300.1,3.5,0.6,52.1,2.1,1.6,5.5,1.4,65.5,70.5,,,,,,,,,,,
Becir Omeragic,Montpellier,Ligue 1,2024/25,CB,21,2600,44.5,,,81.1,,,,,3.07,288.1,3.36,0.58,50.0,2.02,1.54,5.28,1.34,62.9,67.7,,,,,,,,,,,
Modibo Sagnan,Montpellier,Ligue 1,2025/26,CB,25,2400,44.5,,,82.1,,,,,2.8,280.5,3.1,0.5,50.1,1.8,1.5,5.2,1.5,68.1,72.1,,,,,,,,,,,
Modibo Sagnan,Montpellier,Ligue 1,2024/25,CB,24,2400,44.5,,,83.7,,,,,2.86,286.11,3.16,0.51,51.1,1.84,1.53,5.3,1.53,69.5,73.5,,,,,,,,,,,
Christopher Jullien,Montpellier,Ligue 1,2025/26,CB,31,2000,44.5,,,81.5,,,,,2.5,250.1,2.8,0.4,48.5,1.5,1.4,4.8,1.8,70.5,75.1,,,,,,,,,,,
Christopher Jullien,Montpellier,Ligue 1,2024/25,CB,30,2000,44.5,,,85.6,,,,,2.62,262.61,2.94,0.42,50.9,1.58,1.47,5.04,1.89,74.0,78.9,,,,,,,,,,,
Issiaga Sylla,Montpellier,Ligue 1,2025/26,FB,30,2500,44.5,,,78.5,,,,,3.5,,2.8,2.1,50.5,2.1,1.5,5.1,,52.1,,0.12,2.1,1.1,1.2,1.5,0.4,,,,,
Issiaga Sylla,Montpellier,Ligue 1,2024/25,FB,29,2500,44.5,,,80.1,,,,,3.57,,2.86,2.14,51.5,2.14,1.53,5.2,,53.1,,0.12,2.14,1.12,1.22,1.53,0.41,,,,,
Falaye Sacko,Montpellier,Ligue 1,2025/26,FB,29,2200,44.5,,,80.1,,,,,3.8,,3.1,2.5,52.5,2.2,1.6,5.5,,48.5,,0.1,1.8,0.9,1.0,1.8,0.5,,,,,
Falaye Sacko,Montpellier,Ligue 1,2024/25,FB,28,2200,44.5,,,81.7,,,,,3.88,,3.16,2.55,53.6,2.24,1.63,5.61,,49.5,,0.1,1.84,0.92,1.02,1.84,0.51,,,,,
Teji Savanier,Montpellier,Ligue 1,2025/26,CM,32,2800,44.5,,,82.5,,,,,6.5,,5.8,2.8,58.1,2.1,1.2,6.1,1.0,42.1,,0.28,4.5,2.5,2.1,,,0.18,,,,
Teji Savanier,Montpellier,Ligue 1,2024/25,CM,31,2800,44.5,,,86.6,,,,,6.83,,6.09,2.94,61.0,2.21,1.26,6.41,1.05,44.2,,0.29,4.73,2.62,2.21,,,0.19,,,,
Joris Chotard,Montpellier,Ligue 1,2025/26,CM,22,2600,44.5,,,85.5,,,,,4.5,,4.1,1.5,52.5,3.1,2.1,7.5,1.5,55.1,,0.08,1.8,0.9,0.8,,,0.05,,,,
Joris Chotard,Montpellier,Ligue 1,2024/25,CM,21,2600,44.5,,,82.1,,,,,4.32,,3.94,1.44,50.4,2.98,2.02,7.2,1.44,52.9,,0.08,1.73,0.86,0.77,,,0.05,,,,
Jordan Ferri,Montpellier,Ligue 1,2025/26,CM,32,2400,44.5,,,86.1,,,,,4.1,,3.5,1.2,50.1,2.8,1.8,6.8,1.2,50.1,,0.06,1.5,0.8,0.7,,,0.04,,,,
Jordan Ferri,Montpellier,Ligue 1,2024/25,CM,31,2400,44.5,,,90.4,,,,,4.3,,3.68,1.26,52.6,2.94,1.89,7.14,1.26,52.6,,0.06,1.58,0.84,0.73,,,0.04,,,,
Mousa Al-Tamari,Montpellier,Ligue 1,2025/26,W,27,2500,44.5,,,,,,,,3.1,,,4.5,55.1,1.2,0.7,3.5,,,,0.18,3.5,1.5,,5.1,0.4,0.22,2.8,4.5,1.8,
Mousa Al-Tamari,Montpellier,Ligue 1,2024/25,W,26,2500,44.5,,,,,,,,3.16,,,4.59,56.2,1.22,0.71,3.57,,,,0.18,3.57,1.53,,5.2,0.41,0.22,2.86,4.59,1.84,
Arnaud Nordin,Montpellier,Ligue 1,2025/26,W,26,2300,44.5,,,,,,,,2.8,,,4.1,52.5,1.1,0.6,3.2,,,,0.15,3.2,1.2,,4.5,0.3,0.2,2.5,4.1,1.5,
Arnaud Nordin,Montpellier,Ligue 1,2024/25,W,25,2300,44.5,,,,,,,,2.86,,,4.18,53.6,1.12,0.61,3.26,,,,0.15,3.26,1.22,,4.59,0.31,0.2,2.55,4.18,1.53,
Akor Adams,Montpellier,Ligue 1,2025/26,ST,24,2600,44.5,,,70.5,,,,,,,,,,0.6,,2.1,,45.1,,0.1,1.8,0.8,,,0.3,0.42,3.2,5.1,0.9,40.5
Akor Adams,Montpellier,Ligue 1,2024/25,ST,23,2600,44.5,,,67.7,,,,,,,,,,0.58,,2.02,,43.3,,0.1,1.73,0.77,,,0.29,0.4,3.07,4.9,0.86,38.9
Wahbi Khazri,Montpellier,Ligue 1,2025/26,ST,33,1500,44.5,,,75.1,,,,,,,,,,0.8,,2.5,,38.5,,0.18,3.1,1.5,,,0.4,0.25,2.5,4.2,1.2,38.1
Wahbi Khazri,Montpellier,Ligue 1,2024/25,ST,32,1500,44.5,,,78.9,,,,,,,,,,0.84,,2.62,,40.4,,0.19,3.26,1.58,,,0.42,0.26,2.62,4.41,1.26,40.0
Khalil Fayad,Montpellier,Ligue 1,2025/26,CM,20,1400,44.5,,,82.5,,,,,3.8,,3.1,1.8,55.1,2.1,1.4,5.5,1.0,48.5,,0.12,2.1,1.1,0.9,,,0.08,,,,
Khalil Fayad,Montpellier,Ligue 1,2024/25,CM,19,1190,44.5,,,75.9,,,,,3.5,,2.85,1.66,50.7,1.93,1.29,5.06,0.92,44.6,,0.11,1.93,1.01,0.83,,,0.07,,,,
Tanguy Coulibaly,Montpellier,Ligue 1,2025/26,W,23,1200,44.5,,,,,,,,2.8,,,4.2,55.1,1.2,0.7,3.5,,,,0.15,3.1,1.2,,4.5,0.4,0.18,2.2,4.5,1.6,
Tanguy Coulibaly,Montpellier,Ligue 1,2024/25,W,22,1200,44.5,,,,,,,,2.69,,,4.03,52.9,1.15,0.67,3.36,,,,0.14,2.98,1.15,,4.32,0.38,0.17,2.11,4.32,1.54,
Lucas Mincarelli,Montpellier,Ligue 1,2025/26,FB,20,1000,44.5,,,76.5,,,,,2.8,,2.5,1.8,48.5,2.1,1.4,4.8,,50.1,,0.08,1.5,0.8,0.9,1.2,0.3,,,,,
Lucas Mincarelli,Montpellier,Ligue 1,2024/25,FB,19,900,44.5,,,70.4,,,,,2.58,,2.3,1.66,44.6,1.93,1.29,4.42,,46.1,,0.07,1.38,0.74,0.83,1.1,0.28,,,,,
Enzo Tchato,Montpellier,Ligue 1,2025/26,FB,21,800,44.5,,,78.1,,,,,3.1,,2.8,2.1,52.1,2.2,1.5,5.1,,48.1,,0.1,1.8,0.9,1.0,1.5,0.4,,,,,
Enzo Tchato,Montpellier,Ligue 1,2024/25,FB,20,900,44.5,,,71.9,,,,,2.85,,2.58,1.93,47.9,2.02,1.38,4.69,,44.3,,0.09,1.66,0.83,0.92,1.38,0.37,,,,,
Dimitry Bertaud,Montpellier,Ligue 1,2025/26,GK,26,400,44.5,0.02,68.1,65.5,32.5,0.5,4.1,11.5,,,,,,,,,,,,,,,,,,,,,,
Dimitry Bertaud,Montpellier,Ligue 1,2024/25,GK,25,900,44.5,0.02,69.5,66.8,33.1,0.51,10.0,11.73,,,,,,,,,,,,,,,,,,,,,,
Djordje Petrovic,Strasbourg,Ligue 1,2025/26,GK,25,2700,49.0,-0.12,69.5,75.2,40.7,0.92,4.4,16.9,,,,,,,,,,,,,,,,,,,,,,
Djordje Petrovic,Strasbourg,Ligue 1,2024/25,GK,24,2700,49.0,0.0,70.9,76.7,41.5,0.94,10.0,17.24,,,,,,,,,,,,,,,,,,,,,,
Karl-Johan Johnsson,Strasbourg,Ligue 1,2025/26,GK,34,1000,49.0,0.12,72.3,71.3,49.7,1.03,5.0,12.1,,,,,,,,,,,,,,,,,,,,,,
Karl-Johan Johnsson,Strasbourg,Ligue 1,2024/25,GK,33,1000,49.0,0.13,75.9,74.9,52.2,1.08,10.0,12.71,,,,,,,,,,,,,,,,,,,,,,
Saidou Sow,Strasbourg,Ligue 1,2025/26,CB,22,2500,49.0,,,82.4,,,,,5.06,356.8,3.06,1.27,63.7,2.04,1.61,5.48,1.53,63.6,74.7,,,,,,,,,,,
Saidou Sow,Strasbourg,Ligue 1,2024/25,CB,21,2500,49.0,,,79.1,,,,,4.86,342.53,2.94,1.22,61.2,1.96,1.55,5.26,1.47,61.1,71.7,,,,,,,,,,,
